xovga,xovgb,xovgc,xovgd,xovge,xovgf,xovgg,xovgh,xovgi,xovgj,xovgk,xovgl,xovgm,xovgn,xovgo,xovgp,xovgq,xovgr,xovgs,xovgt,xovgu,xovgv,xovgw,xovgx,xovgy
2861.08862305,2839.70239258,2846.45849609,2857.33349609,2846.10693359,2837.95605469,2858.02807617,2852.21655273,2837.88647461,2855.79589844,2842.23730469,2853.71630859,2839.83764648,2847.26928711,2834.93457031,2839.7355957,2837.60400391,2852.62158203,2836.79125977,2847.29370117,2831.27368164,2858.96557617,2830.0065918,2847.28100586,2836.09985352
2860.45458984,2837.99414062,2845.62060547,2856.98681641,2845.33374023,2836.57763672,2857.49731445,2851.5,2836.53344727,2855.24145508,2840.76196289,2853.19140625,2838.40380859,2846.49902344,2833.46899414,2838.48535156,2836.07055664,2851.58959961,2835.4152832,2846.046875,2829.67895508,2858.41455078,2828.77734375,2846.09326172,2834.59887695
2859.734375,2836.57275391,2844.97290039,2856.32592773,2844.7800293,2835.44067383,2856.7902832,2850.73095703,2835.41113281,2854.35693359,2839.6262207,2852.48876953,2837.37573242,2845.49511719,2831.79223633,2837.36962891,2834.7175293,2851.29663086,2833.97875977,2844.46679687,2828.57299805,2857.76391602,2827.00854492,2845.01513672,2833.20483398
2859.62158203,2835.30761719,2844.13525391,2856.05712891,2843.87451172,2833.90722656,2856.3203125,2849.85668945,2834.26733398,2853.56420898,2838.3515625,2851.96679687,2836.0456543,2844.43969727,2830.39477539,2836.18432617,2833.27661133,2850.59667969,2832.49511719,2843.23754883,2827.20825195,2857.24658203,2825.37109375,2844.16601562,2831.91772461
2858.6472168,2834.20483398,2842.97802734,2855.47363281,2843.26708984,2832.4921875,2855.51367187,2849.42456055,2833.25732422,2852.74755859,2837.36108398,2851.41162109,2834.56958008,2843.84179687,2829.15258789,2834.84838867,2831.67773438,2849.55737305,2831.33349609,2842.27856445,2826.2253418,2856.57006836,2824.30908203,2842.79199219,2830.74902344
2858.19116211,2832.98046875,2842.16357422,2854.92480469,2842.1328125,2831.16870117,2854.75952148,2848.75415039,2831.9609375,2851.87084961,2836.28979492,2850.48999023,2833.3815918,2843.16845703,2827.67333984,2833.296875,2830.62280273,2848.70825195,2830.12207031,2841.4597168,2824.40795898,2855.95825195,2823.10498047,2842.0793457,2829.53710938
2857.55395508,2831.98364258,2841.11035156,2854.61889648,2841.2980957,2829.76611328,2853.81420898,2847.74462891,2830.65209961,2851.30810547,2835.14282227,2849.8828125,2832.27368164,2842.45776367,2826.11621094,2832.63720703,2829.44946289,2847.68725586,2828.91040039,2840.81713867,2823.11767578,2854.92797852,2821.43115234,2841.35644531,2828.15063477
2857.15258789,2830.77905273,2840.64257813,2854.08520508,2840.24365234,2829.21386719,2852.70776367,2846.91601562,2829.07641602,2850.64746094,2834.24829102,2849.12695313,2831.76098633,2841.41430664,2824.78369141,2831.76367187,2828.07470703,2847.20947266,2827.75854492,2839.97973633,2821.61035156,2854.49047852,2820.14453125,2840.44873047,2827.2121582
2857.04931641,2829.72680664,2839.50854492,2853.71582031,2839.65454102,2827.87646484,2852.37475586,2846.25463867,2827.97143555,2850.01928711,2833.22338867,2848.67456055,2830.83081055,2840.8503418,2823.47924805,2830.59765625,2826.72607422,2846.66870117,2826.51708984,2839.03173828,2820.36254883,2853.58447266,2819.11328125,2839.97875977,2825.75561523
2856.98876953,2828.73144531,2838.82324219,2853.52441406,2839.19604492,2827.2253418,2851.53637695,2845.45214844,2826.84228516,2849.16625977,2831.75244141,2848.10546875,2830.12036133,2839.45581055,2822.04760742,2829.56298828,2825.5625,2845.95776367,2825.4362793,2838.40405273,2818.8671875,2853.0168457,2817.74047852,2838.95385742,2824.93188477
2856.35375977,2827.95043945,2837.77075195,2853.66235352,2838.13354492,2825.47802734,2850.57373047,2845.03735352,2825.9675293,2848.60791016,2830.72265625,2847.51147461,2829.03637695,2838.46508789,2821.0324707,2828.26123047,2824.61621094,2845.44970703,2824.32470703,2838.46020508,2817.61767578,2852.45336914,2816.21582031,2838.17431641,2824.01464844
2855.72753906,2826.82568359,2836.64013672,2853.01025391,2837.82348633,2824.48217773,2849.91699219,2844.39990234,2824.66967773,2847.88769531,2829.69067383,2846.68554687,2828.03588867,2837.70385742,2819.87695313,2827.02758789,2823.34448242,2844.5769043,2823.12841797,2837.43481445,2816.60009766,2851.84765625,2814.6184082,2836.91748047,2822.90429687
2855.46728516,2825.58422852,2835.56542969,2852.59838867,2837.09912109,2823.20727539,2849.62670898,2843.53295898,2823.47851562,2847.36962891,2828.9074707,2845.78344727,2826.99560547,2836.72607422,2818.41113281,2825.91064453,2822.00341797,2843.4296875,2822.10986328,2837.38427734,2815.52734375,2851.16625977,2813.37719727,2836.32055664,2821.76464844
2854.98706055,2824.36108398,2834.68237305,2852.0559082,2836.37255859,2821.97851562,2849.19580078,2843.30297852,2822.33422852,2847.39990234,2827.85498047,2845.44311523,2826.24072266,2836.10693359,2817.11669922,2824.77319336,2820.73754883,2842.60107422,2820.5222168,2836.4855957,2814.59277344,2850.75463867,2812.17919922,2835.85473633,2820.66064453
2854.67919922,2823.30688477,2833.89794922,2851.96166992,2835.63085938,2821.04199219,2848.42041016,2842.81713867,2821.02978516,2846.8503418,2827.04614258,2844.83691406,2825.64526367,2835.03295898,2815.83984375,2823.96435547,2820.0402832,2841.91357422,2819.80834961,2836.03173828,2813.58959961,2849.90405273,2810.7746582,2835.0480957,2819.43994141
2854.01025391,2821.94604492,2833.04760742,2851.73876953,2834.59716797,2820.09228516,2847.73632813,2842.21972656,2820.24438477,2846.28369141,2826.12963867,2844.2121582,2824.96191406,2834.23120117,2814.99316406,2823.61352539,2819.07250977,2841.2890625,2819.06567383,2834.84765625,2812.48950195,2849.53735352,2809.37597656,2834.49145508,2818.3059082
2853.80371094,2820.82275391,2832.46704102,2850.97875977,2834.05273438,2819.29785156,2847.1940918,2841.56787109,2819.00830078,2845.7878418,2825.13085938,2843.70629883,2824.36010742,2834.07714844,2814.26464844,2822.90893555,2817.76586914,2840.83251953,2817.59130859,2833.89550781,2811.27539062,2849.54443359,2808.15087891,2833.47241211,2817.19287109
2853.44091797,2820.03857422,2831.59619141,2850.79833984,2833.12109375,2818.2746582,2846.57641602,2841.10546875,2817.74169922,2845.07958984,2824.13623047,2843.39160156,2823.46435547,2833.43164062,2813.35668945,2821.84960938,2816.80151367,2840.13647461,2816.48095703,2833.05419922,2810.29663086,2848.80004883,2807.14233398,2832.56811523,2815.81469727
2853.41967773,2818.96948242,2830.8684082,2850.79418945,2831.92382813,2817.34545898,2846.13183594,2840.16137695,2816.72875977,2844.86499023,2823.11425781,2842.85351562,2822.58300781,2833.52709961,2811.95092773,2820.99902344,2815.68310547,2839.14086914,2815.93896484,2832.47167969,2809.25415039,2848.70751953,2805.61303711,2832.06445313,2814.51782227
2853.04125977,2818.11547852,2830.21459961,2850.3918457,2831.2019043,2816.85791016,2845.88818359,2839.82910156,2815.55224609,2844.10595703,2822.59350586,2842.46191406,2821.8737793,2832.74609375,2810.71411133,2819.82397461,2814.4675293,2838.89794922,2814.7722168,2832.05004883,2807.97631836,2848.27075195,2804.68017578,2831.19726562,2813.19848633
2852.87402344,2817.13598633,2829.86450195,2850.97973633,2830.51123047,2816.17480469,2845.60644531,2839.2578125,2814.80859375,2843.66113281,2821.32104492,2842.05932617,2821.14819336,2831.88647461,2809.57397461,2818.75073242,2813.28613281,2838.32446289,2813.69165039,2831.36743164,2806.95703125,2847.64233398,2803.41552734,2830.49755859,2812.29321289
2852.52734375,2816.14331055,2829.1159668,2850.48535156,2829.77294922,2815.39111328,2844.67871094,2838.81054687,2813.70458984,2843.08569336,2820.93896484,2841.48266602,2820.21508789,2831.07226562,2809.01342773,2817.67333984,2812.23339844,2837.65576172,2812.70068359,2830.72558594,2806.04150391,2847.50976562,2802.35595703,2829.95239258,2811.66381836
2852.16088867,2814.95507813,2828.29077148,2850.49926758,2829.28393555,2814.45483398,2843.99633789,2838.7668457,2812.63745117,2842.56518555,2820.43432617,2841.07226562,2819.38696289,2829.92895508,2807.8293457,2816.64550781,2811.88354492,2836.77124023,2811.95629883,2830.21484375,2804.93164062,2846.96533203,2800.98291016,2828.68481445,2810.67944336
2851.17700195,2814.12890625,2827.70117187,2850.17358398,2828.56591797,2813.63769531,2843.9309082,2838.10449219,2811.84423828,2842.01123047,2819.86767578,2840.22412109,2818.48803711,2829.18994141,2806.67602539,2815.79760742,2810.8125,2836.16162109,2811.35742187,2829.88745117,2803.87890625,2846.4375,2799.80639648,2827.93188477,2809.30151367
2851.02294922,2813.11816406,2827.11206055,2850.60253906,2828.21240234,2812.65332031,2843.51708984,2837.61523438,2811.27246094,2841.43676758,2819.42163086,2839.90063477,2817.69458008,2828.31298828,2805.4362793,2814.78149414,2809.75268555,2835.58984375,2809.85400391,2829.84448242,2802.79614258,2845.98681641,2798.62036133,2827.3371582,2808.45874023
2850.30444336,2811.9375,2826.43896484,2850.12280273,2827.53955078,2811.69824219,2843.28857422,2836.73266602,2810.58129883,2841.30615234,2818.47314453,2839.58911133,2816.9206543,2827.90942383,2804.32250977,2813.88745117,2809.03100586,2834.83251953,2808.76245117,2829.30932617,2801.86743164,2845.265625,2797.35546875,2826.88378906,2807.64038086
2850.06201172,2811.13818359,2825.56640625,2849.46020508,2826.8671875,2810.73242187,2842.43994141,2835.71411133,2809.56665039,2840.64648438,2817.42626953,2838.78149414,2816.15869141,2827.08129883,2803.12866211,2813.09619141,2808.046875,2834.57348633,2807.90966797,2829.03100586,2801.00537109,2845.09008789,2796.22998047,2826.13623047,2806.60107422
2849.77514648,2809.91333008,2824.78295898,2849.19775391,2826.6965332,2809.9050293,2842.1015625,2835.0637207,2808.52832031,2840.85668945,2816.49609375,2838.27539062,2815.625,2825.97729492,2802.17431641,2812.47436523,2806.9753418,2833.86523438,2807.02075195,2828.13647461,2800.00537109,2844.49389648,2795.51098633,2825.33081055,2805.37768555
2849.56884766,2809.11889648,2824.27172852,2849.38134766,2826.02441406,2809.03540039,2841.61816406,2834.57177734,2807.765625,2840.26586914,2815.45629883,2838.07836914,2815.44067383,2824.93139648,2801.09179687,2812.29272461,2805.52392578,2833.89355469,2806.16845703,2827.14306641,2798.76464844,2844.17797852,2794.38769531,2824.69238281,2804.24487305
2848.99243164,2808.45361328,2823.42285156,2849.81982422,2825.46606445,2808.4230957,2841.02124023,2834.48779297,2807.14013672,2840.15917969,2814.57202148,2837.60498047,2814.88867187,2823.96118164,2799.94702148,2811.37060547,2804.61962891,2833.53833008,2805.23974609,2826.23242187,2797.65063477,2843.78662109,2793.33740234,2823.92236328,2803.53344727
2849.00561523,2807.74438477,2822.82592773,2849.49462891,2824.62939453,2807.36157227,2840.57788086,2833.88671875,2806.86694336,2840.37890625,2814.05957031,2837.05883789,2814.65454102,2823.35180664,2798.93920898,2810.68286133,2803.59277344,2833.04077148,2804.59179687,2825.73754883,2796.43017578,2843.48510742,2792.40478516,2823.42382813,2802.92358398
2849.09106445,2806.84887695,2822.0793457,2849.37695313,2823.70556641,2806.89013672,2840.07421875,2833.05761719,2806.34765625,2840.01953125,2813.17797852,2836.64233398,2813.94873047,2822.66162109,2798.08911133,2809.68334961,2802.67333984,2832.88720703,2804.04492187,2825.18432617,2795.19384766,2843.04150391,2791.13842773,2822.74804687,2802.09985352
2848.70336914,2806.24243164,2821.10400391,2848.83886719,2823.09155273,2806.00976562,2839.70874023,2832.94580078,2805.3269043,2839.54760742,2812.3269043,2836.47973633,2813.03417969,2822.54443359,2797.17163086,2808.61206055,2801.73632813,2832.42260742,2803.18310547,2824.29248047,2794.36035156,2842.59448242,2790.07299805,2822.05810547,2800.91992187
2848.74755859,2805.4987793,2820.59155273,2848.77441406,2822.1862793,2805.25317383,2839.23510742,2832.68066406,2804.70922852,2839.17602539,2811.79980469,2836.09082031,2812.75366211,2822.0065918,2796.15673828,2807.85302734,2800.80078125,2832.21044922,2802.41113281,2823.64770508,2793.33154297,2842.37768555,2789.05126953,2821.39355469,2799.80810547
2849.00830078,2804.90039062,2820.0402832,2848.72827148,2821.80322266,2804.60375977,2839.03833008,2832.26806641,2804.45922852,2839.02978516,2811.12451172,2835.375,2812.16577148,2821.82128906,2795.2434082,2807.21533203,2799.91821289,2831.47363281,2801.8215332,2823.00976562,2792.08764648,2842.06323242,2788.09033203,2820.39648438,2798.90478516
2848.35791016,2804.30322266,2819.50415039,2848.82299805,2820.96069336,2803.44897461,2839.06445313,2831.77270508,2803.1706543,2838.61328125,2810.53027344,2834.75488281,2811.59423828,2821.15063477,2794.18212891,2806.44482422,2799.47241211,2831.12402344,2800.80517578,2822.06494141,2790.86401367,2841.98999023,2787.23876953,2819.73266602,2797.80175781
2847.99511719,2803.46728516,2818.97143555,2848.44897461,2820.26342773,2803.00366211,2838.77246094,2831.09057617,2802.62768555,2838.82080078,2809.60644531,2834.46411133,2811.0769043,2820.84326172,2792.99511719,2805.52807617,2798.56347656,2830.94970703,2800.2800293,2821.56738281,2790.12573242,2841.87255859,2786.11962891,2819.29711914,2796.76074219
2847.65405273,2802.75488281,2818.07788086,2848.65454102,2819.76025391,2802.34863281,2838.19580078,2830.22436523,2801.80126953,2838.38256836,2809.27075195,2834.41625977,2810.34594727,2820.25146484,2791.7331543,2805.15161133,2797.68286133,2830.71826172,2799.63574219,2820.60522461,2789.13623047,2841.59619141,2785.03710938,2818.78930664,2795.6496582
2847.89526367,2801.99902344,2817.4765625,2848.32348633,2818.81152344,2801.56738281,2838.05004883,2829.85913086,2801.26733398,2838.22216797,2808.47753906,2834.15625,2809.8137207,2819.69946289,2790.73803711,2804.56762695,2796.59008789,2830.71459961,2799.04321289,2820.03759766,2788.04003906,2841.22387695,2783.97827148,2818.29492187,2794.70703125
2848.07226562,2801.66137695,2816.74609375,2848.51904297,2818.46142578,2801.09594727,2837.50024414,2829.24731445,2800.24316406,2838.10522461,2807.66650391,2834.10571289,2809.37402344,2819.37719727,2789.63549805,2803.92602539,2795.83569336,2830.31396484,2798.42041016,2819.26367187,2787.06982422,2841.21850586,2783.03662109,2817.95678711,2794.00512695
2848.05371094,2801.07299805,2815.9140625,2848.44580078,2818.07617187,2800.21044922,2837.07446289,2828.93310547,2799.29638672,2837.29858398,2806.77172852,2833.49365234,2809.01171875,2819.14282227,2788.99609375,2803.78588867,2795.06225586,2830.19213867,2797.40527344,2819.00952148,2786.13891602,2840.7097168,2782.00561523,2817.11987305,2793.42797852
2847.96264648,2800.23632813,2815.48999023,2847.9543457,2817.51489258,2799.56982422,2836.73535156,2828.84277344,2798.55957031,2837.67016602,2806.59472656,2833.35546875,2808.48974609,2818.43115234,2788.00561523,2803.17944336,2794.20751953,2829.84375,2796.953125,2818.36010742,2785.54980469,2840.18774414,2780.82348633,2816.41821289,2792.74365234
2847.86816406,2799.78637695,2815.18847656,2847.89111328,2816.7409668,2799.03637695,2836.33105469,2828.66381836,2797.97558594,2837.02441406,2806.15283203,2832.9309082,2808.20166016,2818.06396484,2786.94702148,2802.63452148,2793.32006836,2829.23706055,2796.27880859,2817.28735352,2784.55712891,2840.13574219,2780.07348633,2815.76879883,2791.92016602
2847.69384766,2799.2421875,2814.78613281,2847.92285156,2816.23510742,2798.63354492,2836.17211914,2828.41992187,2797.35620117,2836.60351562,2805.3034668,2832.80249023,2807.77148438,2817.29711914,2786.57519531,2801.7668457,2792.45727539,2828.93359375,2795.62084961,2817.01269531,2783.48217773,2839.88696289,2779.35595703,2815.85083008,2790.97167969
2847.47363281,2798.84033203,2814.50878906,2847.53710938,2815.61816406,2798.01098633,2835.60620117,2827.83789062,2796.65112305,2836.01367187,2804.66381836,2832.35742187,2807.31054687,2816.71313477,2785.57543945,2801.13183594,2791.65307617,2828.73535156,2795.0,2816.12207031,2782.2878418,2839.48608398,2778.58642578,2815.21020508,2790.39111328
2847.40551758,2797.97949219,2814.25878906,2847.109375,2815.1730957,2797.35473633,2835.39599609,2827.33789062,2796.55053711,2836.1081543,2804.08984375,2832.26049805,2806.62792969,2815.89648438,2784.68041992,2800.51635742,2790.97900391,2828.75390625,2794.24291992,2815.95043945,2781.34008789,2839.56884766,2777.4831543,2814.86523438,2789.49902344
2846.93481445,2797.04199219,2813.70043945,2846.96923828,2814.85131836,2796.68237305,2834.90258789,2826.69604492,2795.83056641,2836.03710938,2802.97241211,2832.00610352,2806.53515625,2815.37402344,2783.96508789,2799.6953125,2790.09155273,2828.74365234,2793.48754883,2815.12719727,2780.73242187,2839.61303711,2776.56274414,2814.59472656,2788.39282227
2846.87304687,2796.12548828,2813.24560547,2846.80615234,2814.40209961,2796.38061523,2834.46386719,2826.57446289,2794.91601562,2835.35083008,2802.61743164,2831.72802734,2805.71313477,2815.27539062,2783.29907227,2799.54003906,2789.42236328,2828.09375,2792.58740234,2814.44873047,2779.69873047,2839.78393555,2775.90698242,2814.31274414,2787.37036133
2846.62182617,2795.17602539,2812.26904297,2846.35864258,2814.08349609,2795.74438477,2833.93896484,2825.85058594,2794.27685547,2834.81030273,2801.97851562,2831.25976562,2805.36230469,2814.68945313,2782.38818359,2799.33691406,2788.56640625,2828.16699219,2791.54223633,2814.08959961,2778.72167969,2839.49194336,2775.10058594,2813.68505859,2786.54541016
2846.27880859,2794.19140625,2812.0847168,2846.24975586,2814.02319336,2795.08984375,2834.24267578,2825.73510742,2793.65429687,2834.55639648,2801.5871582,2831.16430664,2805.03198242,2814.16088867,2781.65429687,2798.61010742,2787.98803711,2827.67895508,2790.69042969,2813.7421875,2777.76977539,2838.8737793,2774.55737305,2813.31640625,2785.44946289
2846.00317383,2793.36865234,2811.37988281,2846.40112305,2813.50634766,2794.62573242,2833.73364258,2825.62548828,2793.02392578,2834.57495117,2801.08813477,2830.72314453,2804.86303711,2813.66894531,2780.87207031,2797.82055664,2787.40478516,2827.43920898,2789.97851562,2813.42114258,2777.03637695,2838.44555664,2773.81982422,2812.78051758,2784.48657227
2845.68164062,2793.00610352,2810.80908203,2846.76367187,2813.52270508,2794.10083008,2833.42602539,2825.15063477,2792.90625,2834.31665039,2800.67895508,2830.65991211,2804.28271484,2813.47729492,2780.52636719,2797.15332031,2786.671875,2827.69897461,2789.40234375,2813.16064453,2776.00952148,2838.66870117,2773.3894043,2812.68164062,2783.97119141
