xovga,xovgb,xovgc,xovgd,xovge,xovgf,xovgg,xovgh,xovgi,xovgj,xovgk,xovgl,xovgm,xovgn,xovgo,xovgp,xovgq,xovgr,xovgs,xovgt,xovgu,xovgv,xovgw,xovgx,xovgy
1560.3079834,1539.71350098,1541.6550293,1564.49865723,1543.31665039,1567.02856445,1558.43737793,1552.96813965,1566.11462402,1556.75793457,1543.38476562,1549.00537109,1557.1472168,1550.04150391,1537.52575684,1569.078125,1545.11169434,1557.33349609,1547.50073242,1549.90539551,1551.34924316,1559.16162109,1535.19458008,1543.11022949,1566.47717285
1561.6439209,1541.33984375,1542.61950684,1566.59362793,1544.74499512,1568.36853027,1559.80200195,1554.60717773,1566.90710449,1557.7713623,1544.60717773,1551.2487793,1559.23327637,1551.91137695,1538.66711426,1570.79138184,1546.21850586,1558.97412109,1549.12756348,1551.03088379,1553.30456543,1560.78112793,1535.73583984,1543.52734375,1568.51086426
1563.33032227,1542.5447998,1544.79968262,1568.90576172,1546.34985352,1569.45898438,1561.70458984,1555.94348145,1568.93835449,1559.54296875,1545.88452148,1552.2208252,1560.02624512,1553.24511719,1539.56567383,1572.30847168,1547.15026855,1560.01965332,1550.66369629,1552.45544434,1554.9609375,1562.42004395,1535.45043945,1545.17749023,1570.2532959
1564.4239502,1541.71643066,1546.01574707,1570.73095703,1547.99853516,1571.0267334,1563.49633789,1556.5534668,1570.77294922,1560.98071289,1545.42248535,1553.37927246,1560.8815918,1554.57885742,1540.59545898,1573.75073242,1548.0534668,1560.77185059,1551.9609375,1553.7845459,1556.4954834,1564.23840332,1537.03320312,1546.52612305,1571.99987793
1565.66601562,1541.95068359,1547.58007812,1572.39172363,1548.67700195,1572.33752441,1565.24902344,1557.98254395,1572.31262207,1562.07800293,1545.78601074,1554.59777832,1561.80322266,1555.3203125,1540.33166504,1574.47277832,1549.1517334,1562.6472168,1552.86547852,1555.30871582,1557.51000977,1565.70288086,1538.57141113,1547.22216797,1572.91125488
1567.0802002,1543.44262695,1547.96252441,1573.72070312,1549.12646484,1573.74768066,1566.60314941,1559.27331543,1573.5333252,1563.60302734,1547.04797363,1555.77844238,1562.90380859,1554.79150391,1539.49597168,1576.49743652,1550.95007324,1564.35925293,1553.51916504,1556.54150391,1559.55786133,1566.58654785,1540.04699707,1548.87988281,1574.63903809
1568.12268066,1545.40563965,1549.67114258,1575.40222168,1550.00378418,1576.12451172,1567.56994629,1560.03759766,1574.58288574,1564.98730469,1548.25195312,1556.91088867,1564.47717285,1556.60009766,1539.02233887,1577.78051758,1551.81323242,1566.37438965,1552.94445801,1557.69104004,1561.29711914,1567.77331543,1541.37963867,1550.44165039,1576.56713867
1569.3515625,1546.86437988,1551.07165527,1577.0369873,1550.9317627,1577.50134277,1568.89074707,1561.02685547,1575.87561035,1566.28039551,1548.85717773,1558.53881836,1565.34777832,1558.54333496,1539.69287109,1579.26965332,1552.7454834,1568.61206055,1554.73205566,1558.47814941,1562.41638184,1568.92907715,1541.98388672,1551.70471191,1577.04785156
1570.93896484,1547.37597656,1551.94616699,1578.73205566,1552.29162598,1578.98535156,1570.48937988,1562.53381348,1577.46813965,1567.31848145,1549.32312012,1559.85681152,1566.9486084,1559.66027832,1539.99365234,1581.92553711,1553.47387695,1570.33276367,1555.71533203,1559.91247559,1562.29711914,1570.00695801,1542.87475586,1552.90734863,1578.52844238
1571.98852539,1548.25866699,1553.53430176,1580.24230957,1553.15161133,1580.45153809,1570.93432617,1563.51257324,1578.26293945,1568.84436035,1549.82189941,1561.17028809,1567.67041016,1560.26965332,1540.81433105,1583.05065918,1553.55725098,1572.04760742,1555.49499512,1561.40026855,1562.04382324,1570.90734863,1543.69970703,1554.00878906,1579.75708008
1572.86547852,1549.80603027,1554.86523438,1581.33276367,1555.10913086,1582.32946777,1572.6829834,1564.56750488,1579.44921875,1570.05200195,1550.48303223,1561.63659668,1568.81018066,1561.22351074,1539.92944336,1584.85803223,1554.10473633,1573.02648926,1555.97241211,1562.41479492,1563.1809082,1572.18261719,1544.08129883,1554.77160645,1580.65563965
1573.71716309,1550.85876465,1555.7833252,1582.68652344,1556.2175293,1582.75,1573.48266602,1565.77526855,1580.51977539,1571.54760742,1552.20788574,1562.58129883,1569.78430176,1561.4543457,1540.30200195,1586.18469238,1554.70288086,1573.43078613,1557.41723633,1563.88781738,1564.51611328,1573.43139648,1544.27258301,1556.27038574,1582.04589844
1574.56530762,1551.88562012,1556.72546387,1583.84729004,1557.59606934,1583.27978516,1573.96923828,1567.45812988,1581.70703125,1573.18212891,1553.48779297,1563.62255859,1570.54943848,1562.59033203,1540.7734375,1586.34008789,1555.25476074,1574.79638672,1557.51660156,1565.40441895,1565.72766113,1574.62854004,1544.16650391,1557.69689941,1583.02929688
1575.7286377,1552.6217041,1557.35266113,1585.19152832,1558.45922852,1584.83190918,1575.12084961,1568.47473145,1582.42919922,1573.91601562,1554.24694824,1564.30126953,1571.98400879,1563.58947754,1541.17883301,1587.48022461,1556.1496582,1576.08203125,1559.19067383,1566.51037598,1567.35559082,1575.55187988,1544.9440918,1558.93225098,1584.31359863
1576.85595703,1553.28491211,1558.20141602,1585.6751709,1559.58679199,1586.15661621,1576.18115234,1569.13830566,1583.40380859,1574.56164551,1555.21435547,1564.67919922,1573.12182617,1563.34228516,1541.76391602,1588.87390137,1557.18286133,1577.25097656,1560.12023926,1567.23803711,1568.33068848,1576.55480957,1544.94226074,1559.50146484,1584.95678711
1578.29626465,1554.34143066,1559.16394043,1586.30322266,1560.48364258,1588.12402344,1577.36108398,1570.33728027,1584.02124023,1574.80932617,1556.55651855,1564.55859375,1574.60827637,1564.05285645,1542.68835449,1590.36889648,1557.98071289,1578.0300293,1560.07653809,1568.14086914,1569.51464844,1577.71875,1544.88391113,1560.32067871,1585.63464355
1579.83837891,1555.54150391,1559.78942871,1587.48388672,1561.46972656,1589.35949707,1578.84069824,1571.69177246,1584.96057129,1575.75671387,1557.66467285,1565.6817627,1575.52770996,1565.05407715,1542.26086426,1591.52050781,1558.29211426,1578.87280273,1561.50061035,1568.83557129,1570.94824219,1578.59289551,1545.41149902,1561.24353027,1586.2064209
1580.55871582,1556.77600098,1560.53552246,1588.91650391,1562.24755859,1590.30517578,1580.37011719,1571.88879395,1586.24462891,1577.57141113,1559.03857422,1567.55358887,1575.99133301,1566.14782715,1543.04882812,1592.89990234,1559.1661377,1579.93054199,1562.21850586,1569.42810059,1572.40002441,1579.77612305,1545.10473633,1562.36657715,1586.39306641
1581.29553223,1558.0144043,1560.15563965,1589.25048828,1563.13244629,1591.53417969,1582.41394043,1572.6907959,1587.0168457,1577.66186523,1560.10192871,1569.19226074,1577.04455566,1566.9465332,1543.04650879,1593.1427002,1559.91564941,1581.33056641,1563.35180664,1570.58532715,1573.61657715,1581.07446289,1544.42797852,1563.05163574,1587.04992676
1582.9284668,1558.72277832,1561.47192383,1590.52246094,1564.18505859,1593.10021973,1583.90551758,1573.74633789,1588.23962402,1578.53723145,1560.68518066,1570.47937012,1578.23864746,1567.9954834,1543.78808594,1593.77172852,1560.32849121,1581.2956543,1564.15808105,1571.34790039,1574.75756836,1581.57165527,1544.77050781,1563.71557617,1587.51818848
1583.63061523,1559.09716797,1562.24462891,1591.77099609,1564.90515137,1593.76269531,1583.99365234,1575.14685059,1588.68188477,1579.79406738,1562.00402832,1571.66833496,1579.41271973,1568.94470215,1544.75537109,1594.27404785,1560.84741211,1582.0456543,1565.25024414,1572.26831055,1576.12487793,1582.9005127,1545.33398438,1564.51953125,1588.62451172
1584.62268066,1559.46557617,1563.32299805,1593.57897949,1565.87036133,1594.19665527,1585.10632324,1576.6529541,1589.14709473,1580.14416504,1562.31506348,1573.08166504,1579.93786621,1569.53869629,1545.55883789,1595.08850098,1561.57897949,1583.27087402,1566.43078613,1572.98596191,1576.96875,1583.4798584,1545.77124023,1565.08813477,1589.58874512
1585.3236084,1560.5144043,1564.34533691,1594.55432129,1566.52185059,1595.26074219,1586.77246094,1577.1640625,1590.37402344,1581.50109863,1563.08093262,1574.18041992,1580.63977051,1570.44665527,1546.31640625,1596.22460938,1562.46582031,1583.93579102,1567.25769043,1573.47058105,1577.63464355,1583.73205566,1546.96057129,1565.74658203,1590.01086426
1585.54956055,1561.01281738,1564.9230957,1596.45275879,1567.70825195,1596.17175293,1587.69445801,1576.77087402,1591.30883789,1581.9876709,1564.16931152,1575.48120117,1581.50231934,1571.41455078,1547.10473633,1596.95202637,1563.32189941,1584.90454102,1567.83935547,1574.58911133,1578.21826172,1584.50976562,1547.36645508,1566.75354004,1591.20324707
1586.07678223,1561.44665527,1565.59460449,1597.43005371,1568.84472656,1596.57629395,1588.64208984,1577.52111816,1592.03503418,1582.60705566,1565.63842773,1576.44128418,1581.7980957,1572.68737793,1547.45898438,1597.56994629,1564.29345703,1585.15356445,1568.99499512,1575.28393555,1578.74401855,1584.87341309,1547.58337402,1567.68139648,1592.18664551
1587.63452148,1562.07507324,1566.51660156,1598.39196777,1569.20141602,1596.21350098,1589.23779297,1578.26928711,1592.5378418,1583.74707031,1566.35314941,1576.96130371,1582.7791748,1573.23803711,1547.83618164,1598.21044922,1564.97546387,1585.66052246,1570.01086426,1575.62109375,1579.17016602,1585.90478516,1547.88049316,1568.67248535,1592.67028809
1588.46154785,1562.44555664,1567.28283691,1599.62731934,1569.39257812,1597.03063965,1590.3717041,1578.18737793,1593.5592041,1584.93859863,1566.26489258,1577.27258301,1583.53100586,1572.75415039,1548.43566895,1599.12255859,1565.13964844,1585.90722656,1570.29455566,1575.85131836,1580.07739258,1586.39257812,1548.59375,1569.35961914,1592.64648438
1589.18188477,1562.99902344,1567.46508789,1601.38708496,1570.18493652,1597.28466797,1590.89416504,1578.91992188,1594.82446289,1585.94299316,1566.67211914,1578.10229492,1584.80004883,1572.92016602,1549.14050293,1600.15808105,1565.57299805,1587.21142578,1570.91845703,1576.45019531,1580.89208984,1587.49255371,1549.2923584,1569.83911133,1593.97570801
1589.90612793,1563.33825684,1566.96936035,1601.88952637,1570.87719727,1598.21179199,1591.32373047,1579.75317383,1595.1809082,1586.40588379,1566.87768555,1578.53808594,1585.27087402,1572.44152832,1549.46777344,1600.64562988,1565.51879883,1588.31738281,1571.18847656,1576.13378906,1581.42431641,1588.7277832,1548.86279297,1570.15393066,1595.30578613
1590.33728027,1564.01330566,1567.24963379,1602.46142578,1571.1661377,1598.54187012,1591.37561035,1580.21765137,1595.54663086,1587.44311523,1567.43518066,1579.16503906,1585.39831543,1573.86010742,1550.11340332,1601.26220703,1565.52368164,1588.8314209,1571.78039551,1576.52600098,1581.42956543,1589.1751709,1548.73791504,1570.40795898,1595.80847168
1591.43005371,1564.24511719,1567.53515625,1603.80273438,1571.46313477,1599.00866699,1591.91796875,1580.70532227,1596.59399414,1587.97009277,1567.76635742,1579.86572266,1586.25695801,1573.84265137,1550.61682129,1601.13122559,1566.01550293,1589.48742676,1572.98071289,1577.33056641,1581.11791992,1588.86352539,1549.63391113,1570.65576172,1596.41491699
1592.31420898,1565.01879883,1567.68457031,1603.49560547,1571.59155273,1599.71386719,1592.27941895,1580.14733887,1596.81689453,1587.91223145,1568.41711426,1581.07763672,1586.21203613,1574.41992188,1551.11279297,1601.61157227,1565.95861816,1589.67529297,1573.67150879,1577.73461914,1581.17578125,1589.0501709,1550.73181152,1570.6706543,1596.43310547
1592.71948242,1565.6505127,1567.16577148,1604.71716309,1572.33325195,1600.55236816,1592.73840332,1581.32543945,1597.31555176,1588.43566895,1568.50097656,1581.57055664,1586.78234863,1574.4822998,1551.45825195,1601.66345215,1566.37402344,1590.44274902,1573.95385742,1578.40246582,1581.75793457,1589.37036133,1551.70251465,1571.32922363,1596.54296875
1594.24597168,1566.19006348,1567.34436035,1605.06433105,1573.39538574,1600.7989502,1593.32849121,1580.86584473,1598.88781738,1589.20019531,1568.41088867,1582.05041504,1587.11572266,1575.03747559,1551.49182129,1601.93603516,1566.76989746,1590.77478027,1574.80737305,1578.8807373,1581.92907715,1590.28369141,1551.71520996,1571.81994629,1596.66259766
1594.53039551,1566.55151367,1567.7565918,1606.0267334,1573.87792969,1601.05236816,1593.77001953,1580.28564453,1598.34069824,1590.09887695,1568.87915039,1582.359375,1587.62658691,1576.17932129,1551.5333252,1602.28051758,1567.05175781,1591.42492676,1575.04541016,1578.51062012,1582.60058594,1591.22998047,1551.76025391,1571.57324219,1596.7980957
1594.85229492,1566.8067627,1568.14001465,1606.5411377,1573.54772949,1601.64648438,1594.21435547,1580.11730957,1598.90661621,1590.55627441,1569.22937012,1583.21057129,1588.59472656,1577.08117676,1551.20629883,1602.42590332,1566.91723633,1592.06811523,1575.75378418,1579.40429688,1583.046875,1590.81018066,1552.1842041,1572.57763672,1597.54736328
1595.56274414,1567.60339355,1568.87414551,1607.22912598,1573.20458984,1601.81811523,1594.06420898,1580.67480469,1599.24035645,1591.27880859,1569.77331543,1583.61828613,1589.26623535,1577.45654297,1551.91845703,1602.49890137,1567.85119629,1593.23120117,1576.71350098,1579.56518555,1583.11096191,1589.80981445,1552.02746582,1573.23913574,1597.85583496
1596.29602051,1568.33178711,1569.2989502,1607.99291992,1573.61206055,1602.43127441,1594.4934082,1580.97741699,1600.7388916,1591.97143555,1570.14770508,1584.0,1589.75305176,1577.1940918,1553.1529541,1602.99182129,1568.09619141,1594.25952148,1577.53601074,1580.10461426,1583.55407715,1590.45837402,1552.74182129,1573.35583496,1598.58166504
1596.35742188,1568.87060547,1569.81665039,1608.93530273,1573.56115723,1603.42004395,1595.24279785,1581.41552734,1601.11425781,1593.24133301,1570.75354004,1584.16137695,1590.38110352,1577.10253906,1553.06396484,1602.88647461,1568.078125,1595.41833496,1577.80419922,1580.31213379,1584.04101562,1591.17407227,1552.66479492,1573.65307617,1598.61938477
1596.9354248,1569.58959961,1569.75805664,1609.34533691,1574.2833252,1603.96337891,1596.19055176,1582.46203613,1601.64807129,1593.33862305,1571.19519043,1584.32019043,1591.09545898,1577.78723145,1553.82922363,1603.66882324,1567.9708252,1596.49731445,1578.47595215,1580.96350098,1584.58361816,1592.10925293,1553.09790039,1573.69104004,1598.99841309
1597.81152344,1570.13110352,1569.47473145,1609.85791016,1574.74865723,1604.69543457,1596.73925781,1583.08447266,1601.64172363,1594.6373291,1570.61218262,1584.85253906,1591.81054688,1577.85949707,1554.28161621,1604.3371582,1567.94812012,1596.3248291,1578.75830078,1581.48022461,1585.15380859,1592.36022949,1553.17651367,1573.7722168,1599.58203125
1597.6763916,1570.17016602,1569.91125488,1610.87463379,1575.06298828,1605.10839844,1597.28234863,1583.71789551,1601.91845703,1594.95593262,1571.03063965,1584.12182617,1591.97351074,1577.99804688,1554.76818848,1604.91479492,1567.77392578,1596.86999512,1579.14074707,1581.6340332,1585.56628418,1593.0760498,1552.68469238,1573.43151855,1600.13342285
1598.20043945,1570.14489746,1570.29748535,1611.68615723,1575.77648926,1606.07189941,1598.14575195,1583.89038086,1602.26391602,1595.04199219,1570.65612793,1584.22814941,1592.24243164,1576.96936035,1555.13952637,1604.74072266,1567.26477051,1597.10913086,1579.40405273,1581.78625488,1585.94799805,1593.43347168,1553.53881836,1573.8125,1600.54248047
1598.78747559,1570.5201416,1570.72399902,1612.10351562,1575.49194336,1606.50402832,1598.54345703,1584.25061035,1602.25256348,1595.11804199,1569.55065918,1584.95092773,1592.40734863,1576.90698242,1555.8527832,1605.22375488,1567.13391113,1598.11889648,1579.90112305,1581.90332031,1585.33789062,1593.44384766,1554.15527344,1573.70068359,1601.19543457
1599.07055664,1570.35546875,1571.31958008,1612.53369141,1575.80041504,1606.63195801,1599.36401367,1584.78820801,1603.35949707,1595.10668945,1569.71350098,1585.53039551,1592.73205566,1577.38952637,1555.39758301,1605.61645508,1566.87255859,1598.61816406,1580.3795166,1582.34326172,1585.0189209,1594.07910156,1554.35266113,1574.15893555,1602.3145752
1599.40112305,1569.79650879,1571.69042969,1613.08837891,1576.0904541,1607.04174805,1598.82861328,1585.45336914,1603.16467285,1596.00598145,1570.16064453,1586.07116699,1593.69677734,1577.91210938,1555.11547852,1605.95129395,1567.03857422,1599.5723877,1580.81933594,1582.52355957,1586.15405273,1594.97802734,1554.51672363,1574.38269043,1602.69628906
1599.1875,1569.93811035,1571.99926758,1613.06542969,1576.69360352,1607.92590332,1599.6027832,1586.33508301,1603.95019531,1596.43115234,1570.14782715,1586.7824707,1593.64221191,1578.05505371,1555.32885742,1607.20959473,1567.33532715,1599.40979004,1580.49658203,1582.75097656,1586.11108398,1595.42358398,1555.56811523,1574.70422363,1603.05627441
1598.6126709,1570.15588379,1572.01220703,1612.25012207,1577.07580566,1607.91113281,1599.90795898,1586.61523438,1604.22607422,1596.69042969,1570.79248047,1587.31445312,1594.13671875,1577.41125488,1556.03479004,1608.40148926,1567.08203125,1599.34533691,1580.20703125,1582.93725586,1586.17370605,1596.18310547,1555.86230469,1575.46313477,1603.26513672
1598.46984863,1570.37390137,1573.49829102,1612.55004883,1577.76489258,1607.56518555,1599.88378906,1587.18237305,1604.7734375,1596.57080078,1571.61730957,1588.26672363,1594.99499512,1578.38671875,1556.26660156,1608.38537598,1566.48718262,1600.32348633,1580.1895752,1583.21069336,1586.00305176,1596.42822266,1556.52404785,1575.65307617,1603.1661377
1598.54394531,1570.52087402,1573.84594727,1613.13806152,1578.14453125,1607.7010498,1600.29650879,1587.90246582,1605.08093262,1595.85583496,1572.24963379,1589.81323242,1594.90759277,1577.55615234,1556.68481445,1608.53393555,1566.66870117,1600.76818848,1580.52502441,1583.12731934,1586.44311523,1596.74279785,1557.11157227,1576.09094238,1603.51391602
1599.04443359,1571.9675293,1573.82019043,1614.31542969,1578.61022949,1607.7722168,1600.79260254,1588.07580566,1606.12719727,1596.77880859,1571.74316406,1590.24047852,1594.77966309,1578.30371094,1557.44763184,1608.45507812,1566.57275391,1600.93859863,1580.97070312,1583.39135742,1586.33410645,1597.18640137,1558.04260254,1576.67456055,1604.09851074
